,customerid,id,avgrating
2130,62dbd8ab9670f2007f7d3eef,1590,3
2131,633434892288e00638e17613,1591,1
2132,62dbd8ab9670f2007f7d3eef,1592,1
2133,62dbd8ab9670f2007f7d3eef,1592,1
2134,62dbd8ac9670f2007f7d4083,1593,1
2135,62dbd8ab9670f2007f7d3eef,1594,3
2136,62dbd8ab9670f2007f7d3eef,1594,3
2137,62b7faa283be59b149130ba3,1595,1
2138,62dbd8ab9670f2007f7d3eef,1596,2
2139,62dbd8ab9670f2007f7d3eef,1596,2
2140,62b7faa283be59b149130ba3,1597,2
2141,62dbd8ab9670f2007f7d3eef,1598,3
2142,62dbd8ab9670f2007f7d3eef,1598,3
2143,6391cf34fe2743de28c7b9ac,1599,5
2144,62dbd8ab9670f2007f7d3eef,1600,4
2145,62dbd8ab9670f2007f7d3eef,1600,4
2146,62dbd8ab9670f2007f7d3eef,1601,3
2147,62dbd8ab9670f2007f7d3eef,1601,3
2148,62dbd8ab9670f2007f7d3eef,1602,1
2149,62dbd8ab9670f2007f7d3eef,1602,1
2150,62dbd8ab9670f2007f7d3eef,1603,1
2151,62dbd8ab9670f2007f7d3eef,1603,1
2152,62dbd8ab9670f2007f7d3eef,1604,3
2153,62dbd8ab9670f2007f7d3eef,1604,3
2154,63b423153406a583b583d564,1616,1
2155,62dbd8ab9670f2007f7d3eef,1605,2
2156,62dbd8ab9670f2007f7d3eef,1605,2
2157,62dbd8ab9670f2007f7d3eef,1606,3
2158,62dbd8ab9670f2007f7d3eef,1606,3
2159,62dbd8ab9670f2007f7d3eef,1607,1
2160,62dbd8ab9670f2007f7d3eef,1607,1
2161,62dbd8ab9670f2007f7d3eef,1608,1
2162,62dbd8ab9670f2007f7d3eef,1608,1
2163,62dbd8ab9670f2007f7d3eef,1609,3
2164,62dbd8ab9670f2007f7d3eef,1609,3
2165,62f395862efebc747fccce50,1610,1
2166,633434892288e00638e17613,1619,3
2167,62f395862efebc747fccce50,1620,2
2168,62dcaf9a9670f2007f7d4af9,1621,4
2169,62f395862efebc747fccce50,1622,2
2170,62dcaf9a9670f2007f7d4af9,1623,3
2171,6391d18bfe274306e7c7ba63,1624,2
2172,62dcaf9a9670f2007f7d4af9,1625,2
2173,6332df992288e02d5de129fe,1626,2
2174,6332df992288e02d5de129fe,1626,2
2175,62dcaf9a9670f2007f7d4af9,1627,3
2176,6332df992288e02d5de129fe,1628,2
2177,6332df992288e02d5de129fe,1628,2
2178,62dcaf9a9670f2007f7d4af9,1629,5
2179,63a91859d45d7779cfd7965e,1789,2
2180,63a91859d45d7779cfd7965e,1630,5
2181,62dcaf9a9670f2007f7d4af9,1631,4
2182,62dcaf9a9670f2007f7d4af9,1632,1
2183,62dcaf9a9670f2007f7d4af9,1633,1
2184,62dcaf9a9670f2007f7d4af9,1634,3
2185,62dcaf9a9670f2007f7d4af9,1635,5
2186,62dcaf9a9670f2007f7d4af9,1636,1
2187,62dcaf9a9670f2007f7d4af9,1638,4
2188,62dcaf9a9670f2007f7d4af9,1639,3
2189,62b7faa283be59b149130ba3,1640,4
2190,62dbd8ab9670f2007f7d3ca4,1641,4
2191,62b7faa283be59b149130ba3,1642,5
2192,633434892288e00638e17613,1643,2
2193,62b7faa283be59b149130ba3,1644,5
2194,62f48f0e2efebc5738ce4634,1645,2
2195,633434892288e00638e17613,1646,1
2196,63a91859d45d7779cfd7965e,1647,1
2197,633434892288e00638e17613,1648,5
2198,62b7faa283be59b149130ba3,1649,4
2199,62eb971c7319be45d9e4650c,1650,1
2200,62dbd8459670f2007f7d2ff0,6576,3
2201,62b7faa283be59b149130ba3,1651,3
2202,633434892288e00638e17613,1652,5
2203,62b7faa283be59b149130ba3,1653,3
2204,633434892288e00638e17613,1654,4
2205,62b7faa283be59b149130ba3,1655,1
2206,6364e76a278afe0ef0af85e8,1790,2
2207,6374fcb682d52e6b486d5dc1,1656,5
2208,62dc4372ec764385a2c3bdff,1657,3
2209,6374fcb682d52e6b486d5dc1,1658,2
2210,62dc4372ec764385a2c3bdff,1659,4
2211,6374fcb682d52e6b486d5dc1,1660,3
2212,62dc4372ec764385a2c3bdff,1661,3
2213,62dc4372ec764385a2c3bdff,1662,4
2214,62dc4372ec764385a2c3bdff,1663,4
2215,62f275732efebcde6bcad441,9707,1
2216,62dc4372ec764385a2c3bdff,1667,3
2217,62dc4372ec764385a2c3bdff,1668,3
2218,62dc4372ec764385a2c3bdff,1669,4
2219,62dc4372ec764385a2c3bdff,1670,4
2220,62dc4372ec764385a2c3bdff,1671,5
2221,62dc4372ec764385a2c3bdff,1672,2
2222,62dcaf9a9670f2007f7d4d7c,6665,2
2223,62dc4372ec764385a2c3bdff,1673,1
2224,62dc4372ec764385a2c3bdff,1674,2
2225,62dc4372ec764385a2c3bdff,1675,1
2226,62dc4372ec764385a2c3bdff,1676,2
2227,633434892288e00638e17613,1677,3
2228,62f4713d2efebc46a5ce155a,1678,1
2229,62b7faa283be59b149130ba3,1681,1
2230,633434892288e00638e17613,1682,1
2231,63353e88f0f1d27889a1f733,1683,5
2232,63353e88f0f1d27889a1f733,1683,5
2233,633434892288e00638e17613,1684,4
2234,63353e88f0f1d27889a1f733,1685,4
2235,63353e88f0f1d27889a1f733,1685,4
2236,633434892288e00638e17613,1686,4
2237,6359443e8cf0f1d7136c7c57,1687,4
2238,632851052288e066d9df833c,2701,3
2239,633434892288e00638e17613,1688,1
2240,62e5611411ce2a3f694401e3,1689,4
2241,633434892288e00638e17613,1690,5
2242,62b7faa283be59b149130ba3,1691,4
2243,633434892288e00638e17613,1692,1
2244,62fca9b9ad1e9854d87a33a9,1693,5
2245,633434892288e00638e17613,1694,5
2246,633434892288e00638e17613,1695,1
2247,62b7faa283be59b149130ba3,1702,4
2248,62e4b89011ce2aeebe43c2d1,1703,1
2249,637ef323446f5601d46cd641,1704,5
2250,63400df7f0f1d2e6eba31e06,1705,5
2251,63a0390049003500a3b9efdb,1706,4
2252,63a0390049003500a3b9efdb,1706,4
2253,63400df7f0f1d2e6eba31e06,1707,3
2254,63a0390049003500a3b9efdb,1708,3
2255,63a0390049003500a3b9efdb,1708,3
2256,63393833f0f1d201c8a26499,5847,4
2257,636a4fdc8be0ce05e7a2e0f0,1709,4
2258,6391d18bfe274306e7c7ba63,1710,4
2259,62aae147bdf8c203e695a992,1711,5
2260,62b7faa283be59b149130ba3,1712,1
2261,62aae147bdf8c27fd195a994,1713,1
2262,6333233a2288e01747e14366,5848,4
2263,62b7faa283be59b149130ba3,1714,3
2264,62db8f149670f2007f796483,1715,1
2265,62c81576ac1e9225d0d9df7b,2702,5
2266,6364e76a278afe0ef0af85e8,1731,4
2267,6329b86f2288e07874dfbefc,1732,1
2268,62f3880e2efebc3542cca428,1733,1
2269,6329b86f2288e07874dfbefc,1734,5
2270,62b2b3e1a2b2815beeef312d,1735,3
2271,6329b86f2288e07874dfbefc,1736,1
2272,62bd858fd2f5e1941c4fc525,1737,5
2273,633434892288e00638e17613,1739,1
2274,6329b86f2288e07874dfbefc,1740,5
2275,633434892288e00638e17613,1741,4
2276,6329b86f2288e07874dfbefc,1742,5
2277,639dc5394900357b2bb9cab7,1743,2
2278,6329b86f2288e07874dfbefc,1744,2
2279,6329b86f2288e07874dfbefc,1745,3
2280,62db89589670f2007f78b9dd,1746,5
2281,62db89589670f2007f78b9dd,1746,5
2282,62db89589670f2007f78b9dd,1746,5
2283,6329b86f2288e07874dfbefc,1752,2
2284,6329b86f2288e07874dfbefc,1753,5
2285,6329b86f2288e07874dfbefc,1754,3
2286,6329b86f2288e07874dfbefc,1755,2
2287,63246d5a6e5b8400b3630a06,5941,1
2288,6329b86f2288e07874dfbefc,1756,3
2289,6329b86f2288e07874dfbefc,1757,4
2290,631c3fc26e5b84f42c61cb36,2703,1
2291,6329b86f2288e07874dfbefc,1772,1
2292,6329b86f2288e07874dfbefc,1773,2
2293,6329b86f2288e07874dfbefc,1774,1
2294,6329b86f2288e07874dfbefc,1775,4
2295,6329b86f2288e07874dfbefc,1776,4
2296,62f24ec573a92d6af5a78610,1777,2
2297,62dbd5ce9670f2007f7cce70,1778,3
2298,62b7faa283be59b149130ba3,2704,1
2299,63a91859d45d7779cfd7965e,1791,2
2300,6364e76a278afe0ef0af85e8,1792,5
2301,6364e76a278afe0ef0af85e8,1793,2
2302,638966e3e4a7da73020bb9c3,1794,2
2303,6364e76a278afe0ef0af85e8,1795,1
2304,6339533af0f1d2f959a26b6f,1796,2
2305,6364e76a278afe0ef0af85e8,1797,4
2306,62aae147bdf8c27fd195a994,1798,3
2307,62e4cd1611ce2a150c43c8af,1799,1
2308,6367f0af06a67fda92628173,2705,5
2309,63a91859d45d7779cfd7965e,1810,3
2310,62f4a3682efebc3134ce70dc,1811,4
2311,632c04112288e04c8ae02503,5949,2
2312,632c04112288e04c8ae02503,5949,2
2313,62dbd8ac9670f2007f7d3f7c,1812,3
2314,62f4a3682efebc3134ce70dc,1813,5
2315,6312e0d06e5b8466ae60ce5f,1814,3
2316,633434892288e00638e17613,1871,5
2317,62f4a3682efebc3134ce70dc,1815,1
2318,63393833f0f1d201c8a26499,5849,5
2319,633434892288e00638e17613,1816,5
2320,62f4a3682efebc3134ce70dc,1817,1
2321,62f4a3682efebc3134ce70dc,1818,1
2322,62f4a3682efebc3134ce70dc,1819,2
2323,62f4a3682efebc3134ce70dc,1820,1
2324,62f4a3682efebc3134ce70dc,1821,1
2325,63831169ca6a8c0b9df457aa,1883,4
2326,62f4a3682efebc3134ce70dc,1827,5
2328,63a91859d45d7779cfd7965e,1828,4
2329,62f4a3682efebc3134ce70dc,1829,1
2330,63a85ce6d45d77df35d79386,1830,4
2331,633434892288e00638e17613,1831,2
2332,62f4a3682efebc3134ce70dc,1832,1
2333,633434892288e00638e17613,1833,4
2334,63284e482288e01425df82a4,1884,4
2335,62f4a3682efebc3134ce70dc,1834,3
2336,638c65caa68326843c4b0ced,1835,2
2337,62f4a3682efebc3134ce70dc,1836,4
2338,62dbd8ac9670f2007f7d3f7c,1837,4
2339,62f4a3682efebc3134ce70dc,1838,5
2340,63a91859d45d7779cfd7965e,1839,1
2341,62dbd8ab9670f2007f7d3f22,1885,1
2342,62f4a3682efebc3134ce70dc,1840,2
2343,633434892288e00638e17613,1841,3
2344,62f4a3682efebc3134ce70dc,1842,3
2345,62b7faa283be59b149130ba3,1843,5
2346,62f4a3682efebc3134ce70dc,1844,1
2347,62aadc82bdf8c26b1795a8a3,1845,1
2348,62ff3515cf577014da219e7b,1846,2
2349,62e8e9d444d9aef80a13665b,1847,1
2350,62b7faa283be59b149130ba3,1858,1
2351,62b7faa283be59b149130ba3,1859,5
2352,62b7faa283be59b149130ba3,1860,4
2353,63ac2b493406a5130c8349ac,1861,1
2354,62b7faa283be59b149130ba3,1862,3
2355,633434892288e00638e17613,1869,4
2356,62eb7ce9a636f01ae662737f,5850,2
2357,63ac2b493406a5130c8349ac,1863,4
2358,62b7faa283be59b149130ba3,1864,2
2359,62f395862efebc747fccce50,1865,5
2360,62b7faa283be59b149130ba3,1866,1
2361,62f395862efebc747fccce50,1867,5
2362,62b7faa283be59b149130ba3,1868,3
2363,63aadf143406a55316832502,1872,3
2364,62dbd8ab9670f2007f7d3eef,1873,2
2365,62dbd8ab9670f2007f7d3eef,1873,2
2366,62dbd8ab9670f2007f7d3f22,1874,4
2367,62dbd8ab9670f2007f7d3eef,1875,4
2368,62dbd8ab9670f2007f7d3eef,1875,4
2369,62dbd8ab9670f2007f7d3f22,1876,4
2370,636b52160aa3ced699b54560,1877,1
2371,63b98b043406a5625e84364f,1878,3
2372,62fca399ad1e9884267a3196,1879,1
2373,62dbd8ab9670f2007f7d3ea4,1880,2
2374,62b7faa283be59b149130ba3,1881,1
2375,62db87b99670f2007f788b3d,1882,5
2376,62b7faa283be59b149130ba3,2706,2
2377,63284e482288e01425df82a4,1886,5
2378,62dbd8ab9670f2007f7d3f22,1887,4
2379,63a32e1ed45d772b7dd73f06,1888,2
2380,62dbd8ab9670f2007f7d3f22,1889,2
2381,62b7faa283be59b149130ba3,1890,3
2382,62dbd8ab9670f2007f7d3f22,1891,2
2383,62b7faa283be59b149130ba3,1892,3
2384,62dbd8ab9670f2007f7d3f22,1893,5
2385,62b7faa283be59b149130ba3,1896,4
2386,62dbd8ab9670f2007f7d3f22,1897,4
2387,63353e88f0f1d27889a1f733,1898,2
2388,63353e88f0f1d27889a1f733,1898,2
2389,63353e88f0f1d27889a1f733,1899,2
2390,63353e88f0f1d27889a1f733,1899,2
2391,63353e88f0f1d27889a1f733,1900,3
2392,63353e88f0f1d27889a1f733,1900,3
2393,63353e88f0f1d27889a1f733,1901,3
2394,63353e88f0f1d27889a1f733,1901,3
2395,63353e88f0f1d27889a1f733,1902,2
2396,63353e88f0f1d27889a1f733,1902,2
2397,62b7faa283be59b149130ba3,1903,5
2398,63353e88f0f1d27889a1f733,1904,3
2399,63353e88f0f1d27889a1f733,1904,3
2400,633434892288e00638e17613,1905,1
2401,62dbd8ac9670f2007f7d4139,1906,4
2402,633434892288e00638e17613,1907,2
2403,62dbd8ac9670f2007f7d4139,1913,4
2404,63353e88f0f1d27889a1f733,1914,3
2405,63353e88f0f1d27889a1f733,1914,3
2406,62dbd8ac9670f2007f7d4139,1915,5
2407,62f48f0e2efebc5738ce4634,1916,1
2408,62dbd8ac9670f2007f7d4139,1917,4
2409,63a96987d45d779f9ed79c40,1918,2
2410,62dbd8ac9670f2007f7d4139,1919,3
2411,63ac374b3406a5f1c5834eea,1920,5
2412,6367f0af06a67fda92628173,2707,5
2413,62fd0b74ad1e984fd67a5826,1921,5
2414,63ac374b3406a5f1c5834eea,1922,2
2415,63284e482288e01425df82a4,1923,4
2416,638c65caa68326843c4b0ced,1924,2
2417,63284e482288e01425df82a4,1925,1
2418,6342d514f0f1d261d6a36f9f,1926,1
2419,63284e482288e01425df82a4,1927,5
2420,6342d514f0f1d261d6a36f9f,1928,5
2421,62b7faa283be59b149130ba3,1929,4
2422,63395db4f0f1d2f620a26dc4,1930,1
2423,6367f0af06a67fda92628173,1931,2
2424,630e0070cf57700407235b1b,1932,1
2425,62e4dfd511ce2aacef43d073,1933,3
2426,62e8957144d9ae5a97131ddd,1934,1
2427,62e6821a44d9ae7ff1123889,1935,1
2428,62bd439cd2f5e196d34fc1d8,1936,3
2429,62b7faa283be59b149130ba3,1937,4
2430,63353e88f0f1d27889a1f733,1938,2
2431,63353e88f0f1d27889a1f733,1938,2
2432,62b7faa283be59b149130ba3,1939,1
2433,63353e88f0f1d27889a1f733,1943,5
2434,63353e88f0f1d27889a1f733,1943,5
2435,633434892288e00638e17613,1944,2
2436,63353e88f0f1d27889a1f733,1945,3
2437,63353e88f0f1d27889a1f733,1945,3
2438,633434892288e00638e17613,1946,4
2439,63353e88f0f1d27889a1f733,1947,4
2440,63353e88f0f1d27889a1f733,1947,4
2441,62b7faa283be59b149130ba3,1948,4
2442,63353e88f0f1d27889a1f733,1949,3
2443,63353e88f0f1d27889a1f733,1949,3
2444,633434892288e00638e17613,1950,1
2445,62b7faa283be59b149130ba3,2708,2
2446,63353e88f0f1d27889a1f733,1951,3
2447,63353e88f0f1d27889a1f733,1951,3
2448,633434892288e00638e17613,1952,5
2449,635fd0935d3a6cb0af58bcd1,1953,2
2450,62dd0cf2ec7643ebd5c3c2b4,1954,3
2451,62e4b89011ce2aeebe43c2d1,1955,1
2452,62aabb5bbdf8c2488b95a25b,1956,2
2453,6339533af0f1d2f959a26b6f,1957,5
2454,62f72e732efebc2200d1b695,1958,3
2455,62f72e732efebc2200d1b695,1958,3
2456,62dcaf9a9670f2007f7d4d77,1959,5
2457,6367f0af06a67fda92628173,2709,1
2458,6395b198383c8ef22ae25e70,1961,1
2459,633434892288e00638e17613,1962,3
2460,62b7faa283be59b149130ba3,1963,3
2461,62e4ab4111ce2a0d7943bf78,1964,5
2462,62b7faa283be59b149130ba3,1965,3
2463,62dbd3d39670f2007f7c9058,1966,1
2464,62b0002363c25438d85b7e78,1967,4
2465,635b764f8cf0f11f206cb55d,1968,3
2466,6332df992288e02d5de129fe,1969,3
2467,6332df992288e02d5de129fe,1969,3
2468,63831169ca6a8c0b9df457aa,1970,4
2469,635b764f8cf0f11f206cb55d,1971,5
2470,62e6886044d9ae5549123a5d,1972,3
2471,633434892288e00638e17613,1973,5
2472,62b7faa283be59b149130ba3,1980,3
2473,63831169ca6a8c0b9df457aa,1974,2
2474,633434892288e00638e17613,1975,1
2475,6395b198383c8ef22ae25e70,1976,1
2476,62b7faa283be59b149130ba3,1977,3
2477,63a96987d45d779f9ed79c40,1978,3
2478,62b7faa283be59b149130ba3,1979,5
2479,63400df7f0f1d2e6eba31e06,2028,5
2480,63831169ca6a8c0b9df457aa,2029,1
2481,62dd213cec76433888c3c53a,1981,4
2482,62dd213cec76433888c3c53a,1981,4
2483,62b7faa283be59b149130ba3,1982,1
2484,62fc852fad1e987c7f7a23f0,1983,5
2485,633434892288e00638e17613,1984,2
2486,637f493d446f56126f6ce0d9,1985,3
2487,63ba8fbe3406a5c65d843f09,1986,5
2488,62b7faa283be59b149130ba3,2030,5
2489,62b7faa283be59b149130ba3,2031,1
2490,631f8cd26e5b842ad2624294,1987,4
2491,631f8cd26e5b842ad2624294,1987,4
2492,63ba8fbe3406a5c65d843f09,1988,4
2493,633434892288e00638e17613,1989,3
2494,633434892288e00638e17613,1990,4
2496,63ba8fbe3406a5c65d843f09,1992,2
2497,62e4dfd511ce2aacef43d073,1993,5
2498,63ba8fbe3406a5c65d843f09,1994,3
2499,62b7faa283be59b149130ba3,1995,5
2500,63c7ce9e6fee0167bb909063,2064,5
2501,63353e0bf0f1d2f05da1f710,9800,3
2502,62fbf3c6ad1e9883667a0c9a,1996,2
2503,62fbf3c6ad1e9883667a0c9a,1996,2
2504,62b7faa283be59b149130ba3,1997,2
2505,62dcaf9a9670f2007f7d4dce,1998,4
2507,62e8957144d9ae5a97131ddd,2000,3
2509,62bef5c191502d007d2a8936,2002,4
2510,63a2bd13d45d77addfd731c8,2003,4
2511,62b7faa283be59b149130ba3,2097,4
2512,62b7faa283be59b149130ba3,2004,1
2513,63a2bd13d45d77addfd731c8,2005,3
2514,62b7faa283be59b149130ba3,2006,1
2515,63a2bd13d45d77addfd731c8,2007,3
2516,62bd8b47d2f5e132884fc561,2008,3
2517,633434892288e00638e17613,2009,4
2518,633434892288e00638e17613,2010,1
2519,62b7faa283be59b149130ba3,2011,2
2520,63831169ca6a8c0b9df457aa,2012,2
2521,63ad0b1a3406a542fe8359c5,2013,3
2522,63be8917e8b9e8a0bc548921,2014,5
2523,62f3bdd22efebc498ccd3e80,2015,5
2524,63122f706e5b844ff260c2d9,2016,2
2525,63820ff66e9cd75d667d7e29,2017,5
2526,62e3f74211ce2afe2443a86f,2018,2
2527,62ce60dbd38cbf7e44c97f92,2710,4
2528,6347c237f0f1d20039a427e5,2019,1
2529,63c7ce9e6fee0167bb909063,2020,2
2530,62b7faa283be59b149130ba3,2021,1
2532,62dbd8ab9670f2007f7d3eef,2023,4
2533,62dbd8ab9670f2007f7d3eef,2023,4
2534,62b7faa283be59b149130ba3,2024,2
2535,62dbd8ab9670f2007f7d3eef,2025,4
2536,62dbd8ab9670f2007f7d3eef,2025,4
2537,62b7faa283be59b149130ba3,2026,3
2538,62dbd8ab9670f2007f7d3eef,2027,2
2539,62dbd8ab9670f2007f7d3eef,2027,2
2540,63747bdc82d52e37b16d38f1,2032,5
2541,6364e76a278afe0ef0af85e8,2033,2
2542,62b7faa283be59b149130ba3,2034,4
2543,63066346cf5770db4b22a792,2035,2
2544,62b7faa283be59b149130ba3,2036,3
2545,62db87b99670f2007f788b3d,2037,1
2546,6367dade06a67f7675628047,2038,5
2547,63122f706e5b844ff260c2d9,2039,4
2548,62f395862efebc747fccce50,2040,2
2549,62b7faa283be59b149130ba3,2041,4
2550,62f395862efebc747fccce50,2042,3
2551,62b7faa283be59b149130ba3,2043,3
2552,62b7faa283be59b149130ba3,2044,4
2553,62b7faa283be59b149130ba3,2045,4
2554,62b2b3e1a2b2815beeef312d,2046,2
2555,633434892288e00638e17613,2047,4
2556,62b7faa283be59b149130ba3,2711,2
2557,6364e76a278afe0ef0af85e8,2048,4
2558,633434892288e00638e17613,2049,1
2559,6364e76a278afe0ef0af85e8,2050,2
2560,633434892288e00638e17613,2051,4
2561,62db857b9670f2007f786ade,2052,2
2562,62dbd8ab9670f2007f7d3e25,2053,4
2563,63c7ce9e6fee0167bb909063,2055,2
2564,63367deff0f1d2157ea21d00,5868,2
2565,63c7ce9e6fee0167bb909063,2056,5
2566,63c7ce9e6fee0167bb909063,2057,4
2567,63c7ce9e6fee0167bb909063,2058,4
2568,63c7ce9e6fee0167bb909063,2059,2
2569,63c7ce9e6fee0167bb909063,2060,4
2570,63c7ce9e6fee0167bb909063,2061,3
2571,63c7ce9e6fee0167bb909063,2062,4
2572,63c7ce9e6fee0167bb909063,2063,4
2573,63c7ce9e6fee0167bb909063,2065,1
2574,6364e76a278afe0ef0af85e8,2066,5
2575,6364e76a278afe0ef0af85e8,2067,5
2576,63c7ce9e6fee0167bb909063,2068,5
2577,6364e76a278afe0ef0af85e8,2069,2
2578,63c7ce9e6fee0167bb909063,2070,1
2579,62b7faa283be59b149130ba3,2071,2
2580,63c7ce9e6fee0167bb909063,2072,2
2581,62b7faa283be59b149130ba3,2073,3
2582,63c7ce9e6fee0167bb909063,2074,3
2583,6364e76a278afe0ef0af85e8,2075,3
2584,63c7ce9e6fee0167bb909063,2076,5
2585,6364e76a278afe0ef0af85e8,2077,1
2586,63c7ce9e6fee0167bb909063,2078,4
2587,62f25a0f73a92d4c02a7ac66,2825,4
2588,63353e0bf0f1d2f05da1f710,2079,4
2589,63c7ce9e6fee0167bb909063,2080,3
2590,63353e0bf0f1d2f05da1f710,2081,4
2592,63353e0bf0f1d2f05da1f710,2083,4
2593,62b7faa283be59b149130ba3,2084,4
2594,62b7faa283be59b149130ba3,2085,2
2595,6343aee6f0f1d24cbba37aea,2086,3
2596,62b7faa283be59b149130ba3,2087,5
2598,6364e76a278afe0ef0af85e8,2089,4
2600,6364e76a278afe0ef0af85e8,2091,1
2601,62b7faa283be59b149130ba3,2092,1
2602,6364e76a278afe0ef0af85e8,2093,5
2603,62b7faa283be59b149130ba3,2094,5
2604,63b029713406a5b075838e36,2095,4
2605,62b7faa283be59b149130ba3,2096,2
2606,62b7faa283be59b149130ba3,2098,4
2607,6364e76a278afe0ef0af85e8,2099,5
2608,62b7faa283be59b149130ba3,2100,1
2609,6364e76a278afe0ef0af85e8,2101,2
2610,62f395862efebc747fccce50,2102,1
2611,63a91859d45d7779cfd7965e,2103,5
2612,632851052288e066d9df833c,2722,5
2613,62f395862efebc747fccce50,2104,5
2614,62e9b9a844d9ae149213f773,2105,4
2615,62e9b9a844d9ae149213f773,2105,4
2616,62f25a0f73a92d4c02a7ac66,2106,5
2617,633434892288e00638e17613,2107,1
2618,633d3f89f0f1d26b94a2d71e,2108,4
2619,633434892288e00638e17613,2109,3
2620,62aae147bdf8c203e695a992,2723,2
2621,62f4713d2efebc46a5ce155a,2110,5
2622,633434892288e00638e17613,2111,2
2623,62b7faa283be59b149130ba3,2112,1
2624,62b7faa283be59b149130ba3,2113,2
2625,633434892288e00638e17613,2114,3
2626,62b7faa283be59b149130ba3,2115,1
2627,633434892288e00638e17613,2116,4
2628,637607d882d52e2a8c6d7413,2117,4
2629,633434892288e00638e17613,2118,4
2630,631dddfd6e5b84aec461ffc9,2148,3
2631,63a91859d45d7779cfd7965e,2119,3
2632,63ad462b3406a57778835efa,2120,2
2633,63ba79023406a55ac6843d70,2121,2
2634,633434892288e00638e17613,2122,3
2635,62e3c49a11ce2a10eb4392cd,2123,4
2636,62fb884dad1e984ba179e97a,5875,1
2637,62c81576ac1e9225d0d9df7b,2131,3
2638,633434892288e00638e17613,2124,1
2639,62dbc06d9670f2007f7aea72,2125,1
2640,62e2a05e11ce2a348e435669,2126,1
2641,63441c7df0f1d2447da39aca,2127,1
2642,62b7faa283be59b149130ba3,2128,3
2643,62dbbffb9670f2007f7adf3a,2129,3
2644,62dbd2c69670f2007f7c70bf,2130,2
2645,62db86f29670f2007f787e12,2132,1
2646,633434892288e00638e17613,2149,2
2647,62eb4013a636f04c07619202,5562,3
2648,62c81576ac1e9225d0d9df7b,2133,2
2649,62b7faa283be59b149130ba3,2135,1
2650,62aabb5bbdf8c2488b95a25b,2136,1
2651,62b7faa283be59b149130ba3,2137,1
2652,62fca9b9ad1e9854d87a33a9,2138,5
2653,62dbd8ac9670f2007f7d3f7c,5876,1
2654,63983f9a908297e38df9968b,2139,4
2655,630e0070cf57700407235b1b,2140,5
2656,63a91859d45d7779cfd7965e,2141,3
2657,62c81576ac1e9225d0d9df7b,2142,1
2658,63ba79023406a55ac6843d70,2143,1
2659,63ad5d0c3406a544828361cc,2144,4
2660,631c3fc26e5b84f42c61cb36,2145,4
2661,633434892288e00638e17613,2146,4
2662,63ba79023406a55ac6843d70,2147,4
2663,62b7faa283be59b149130ba3,2150,1
2664,6332df992288e02d5de129fe,2151,1
2665,6332df992288e02d5de129fe,2151,1
2666,62b7faa283be59b149130ba3,2152,2
2667,6332df992288e02d5de129fe,2153,3
2668,6332df992288e02d5de129fe,2153,3
2669,6364e76a278afe0ef0af85e8,2154,4
2670,6332df992288e02d5de129fe,2155,3
2671,6332df992288e02d5de129fe,2155,3
2672,6364e76a278afe0ef0af85e8,2156,4
2673,6391d18bfe274306e7c7ba63,2157,4
2674,62e76e9e44d9ae13d812855a,2158,1
2675,63b38c9b3406a56d9a83c11b,2159,3
2676,62b7faa283be59b149130ba3,2160,1
2677,62b7faa283be59b149130ba3,2161,3
2678,62b7faa283be59b149130ba3,2162,5
2679,62dcb3019670f2007f7d5303,6938,4
2680,634ead9d8cf0f1cb7d6b443b,2163,2
2681,633a9efef0f1d25a31a296f8,2164,1
2682,63384894f0f1d211d3a251ce,5563,4
2683,62b7faa283be59b149130ba3,2165,2
2684,633a9efef0f1d25a31a296f8,2166,1
2685,62b7faa283be59b149130ba3,2167,1
2686,62dbd8ab9670f2007f7d3eef,2168,5
2687,62dbd8ab9670f2007f7d3eef,2168,5
2688,633434892288e00638e17613,2169,2
2689,630718b7cf57702ea522b0cb,5950,2
2690,62dbd8ab9670f2007f7d3eef,2170,5
2691,62dbd8ab9670f2007f7d3eef,2170,5
2692,633434892288e00638e17613,2171,4
2693,637c73fe446f56715c6ca7c8,2724,2
2694,63ba79023406a55ac6843d70,2172,4
2695,62aabb5bbdf8c2488b95a25b,2173,4
2696,62f2555973a92dcd2ca79cd3,2174,1
2697,6339403bf0f1d25dfca2662f,5957,5
2698,62b7faa283be59b149130ba3,2175,5
2699,63caab6b6fee016f8790b6b5,2176,2
2700,636b52160aa3ced699b54560,2177,2
2701,63440e43f0f1d2efe5a3942d,2186,4
2702,63caab6b6fee016f8790b6b5,2178,5
2703,62dbd8ab9670f2007f7d3eef,2179,4
2704,62dbd8ab9670f2007f7d3eef,2179,4
2705,63caab6b6fee016f8790b6b5,2180,4
2706,62dbd8ab9670f2007f7d3eef,2181,5
2707,62dbd8ab9670f2007f7d3eef,2181,5
2708,63440e43f0f1d2efe5a3942d,2182,4
2709,63caab6b6fee016f8790b6b5,2183,3
2710,63440e43f0f1d2efe5a3942d,2184,2
2711,63caab6b6fee016f8790b6b5,2185,1
2712,62b7faa283be59b149130ba3,2310,5
2713,63caab6b6fee016f8790b6b5,2187,4
2714,62db857c9670f2007f786ed3,2188,2
2715,62b7faa283be59b149130ba3,2189,4
2716,63358968f0f1d24830a204e7,5886,5
2717,62db88ce9670f2007f78a97b,2190,2
2718,62b7faa283be59b149130ba3,2191,3
